datasetid;title;description;theme;keyword;license;license_url;language;timezone;modified;modified_updates_on_metadata_change;modified_updates_on_data_change;data_processed;metadata_processed;publisher;references;records_count;attributions;source_domain;source_domain_title;source_domain_address;source_dataset;federated;oauth_scope;parent_domain;dcat.created;dcat.issued;dcat.creator;dcat.contributor;dcat.contact_name;dcat.contact_email;dcat.accrualperiodicity;dcat.spatial;dcat.temporal;dcat.granularity;dcat.dataquality;inspire.theme;inspire.type;inspire.file_identifier;inspire.hierarchy_level;inspire.hierarchy_level_name;inspire.spatial_resolution;inspire.topologic_consistency;inspire.contact_individual_name;inspire.contact_position;inspire.contact_address;inspire.contact_email;inspire.identification_purpose;inspire.extend_description;inspire.extend_bounding_box_westbound_longitude;inspire.extend_bounding_box_eastbound_longitude;inspire.extend_bounding_box_southbound_latitude;inspire.extend_bounding_box_northbound_latitude;dcat_ap_ch.domain;dcat_ap_ch.rights;semantic.rml_mapping;semantic.classes;semantic.properties;explore.download_count
plan-de-voirie-repere-de-nivellement;Plan de voirie - Repère de nivellement;"<p>Repère de nivellement - Station de polygonale - Point de canevas topographique - Altimétrie du repère de nivellement - Système orthométrique (mm) et altitude au sol en (cm).</p><p><strong style=""background-color: initial;"">Le Plan de Voirie de Paris :</strong></p><p>Le Plan de Voirie de Paris (PVP) est destiné à l'instruction technique des projets sur la voie publique, conformément au règlement de voirie en vigueur.</p><p>Le plan de voirie numérique de surface de Paris est constitué de plans élémentaires jointifs dénommés "" pavés mosaïques "". </p><p>Chaque pavé mosaïque est un fichier graphique informatique topographique au 1/ 200ème, ils sont ici assemblés.</p><p><strong>Le nivellement et le système de coordonnées planimétriques</strong></p><p>Le système d’altitude (Ville de Paris) repose sur le système orthométrique NGF-Lallemand.</p><p>Le système de cordonnées planimétriques d’origine est le Lambert I (54) Ville de Paris, re- projeté en RGF93 – Lambert 93 (WKID 2154) dans le système d’information de la Ville, puis dans le système de coordonnées international WGS84 Web Marcator Auxiliary Sphere (WKID 3857).</p><p>Pour cette raison, les données ici présentent ne peuvent pas faire l’objet de travaux topographiques.</p><p>Les repères de nivellement ou les plans de surface situés dans la zone géographique qui vous intéresse, peuvent être obtenus tous les jours ouvrables de 13h30 à 16h00, sauf le mercredi, auprès de la Division des plans de voirie de la Ville de Paris.</p><p>12, Place de la Porte de Vanves 75014 PARIS</p><p>Tel. 01.45.45.85.45 - Messagerie : <a href=""mailto:pvp.dvd@paris.fr"">pvp.dvd@paris.fr</a>.</p><p>Le système de projection du plan de voirie est en cours de révision et la plan de nivellement en cours de maintenance.</p><p><strong>La charte graphique et fréquence de mise à jour</strong></p><p>Chaque objet de l'espace public est représenté par un symbole référencé dans la charte graphique topographique, Cahier des normes en pièce jointe.</p><p>Les intervenants sur le domaine public sont tenus de transmettre leurs plans de récolement à la Division des Plans de Voirie (DPV) dans un délai maximum de 21 jours ouvrés après l'achèvement des travaux. Celle-ci contrôle et élabore le Plan sur Ville de Paris.</p><p>Le volume des transformations de l’espace public ces dernières années ne permet de garantir la mise à jour exhaustive des 60 couches de données thématiques sur la totalité du territoire parisien.</p><p>Malgré tout afin de prendre en comptes les dernières évolutions du Plan de voirie, la donnée est mensuellement mise à jour sur la plateforme Paris Data.</p>";Mobilité et Espace Public;PVP, Altimétrie, NGF, NGF-Lallemand;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2019-06-11T09:34:07+00:00;False;True;2019-06-11T09:34:07+00:00;2019-06-11T09:34:08+00:00;Mairie de Paris / Direction de la Voirie et des Déplacements;;12009;;;;;;False;;;2019-04-10;;;;;;Mensuelle;;;;;;;;;;;;;;;;;;;;;;;;;;;194
plan-de-voirie-mobiliers-urbains-jardinieres-bancs-corbeilles-de-rue;Plan de voirie - Mobiliers urbains - Jardinières - Bancs - Corbeilles de rue;"<p>Mobiliers urbains regroupant - Jardinières - Bancs - Corbeilles de rue</p><p><strong style=""background-color: initial;"">Le Plan de Voirie de Paris :</strong></p><p>Le Plan de Voirie de Paris (PVP) est destiné à l'instruction technique des projets sur la voie publique, conformément au règlement de voirie en vigueur.</p><p>Le plan de voirie numérique de surface de Paris est constitué de plans élémentaires jointifs dénommés "" pavés mosaïques "". </p><p>Chaque pavé mosaïque est un fichier graphique informatique topographique au 1/ 200ème, ils sont ici assemblés.</p><p><strong>Le nivellement et le système de coordonnées planimétriques</strong></p><p>Le système d’altitude (Ville de Paris) repose sur le système orthométrique NGF-Lallemand.</p><p>Le système de cordonnées planimétriques d’origine est le Lambert I (54) Ville de Paris, re- projeté en RGF93 – Lambert 93 (WKID 2154) dans le système d’information de la Ville, puis dans le système de coordonnées international WGS84 Web Marcator Auxiliary Sphere (WKID 3857).</p><p>Pour cette raison, les données ici présentent ne peuvent pas faire l’objet de travaux topographiques.</p><p>Les repères de nivellement ou les plans de surface situés dans la zone géographique qui vous intéresse, peuvent être obtenus tous les jours ouvrables de 13h30 à 16h00, sauf le mercredi, auprès de la Division des plans de voirie de la Ville de Paris.</p><p>12, Place de la Porte de Vanves 75014 PARIS</p><p>Tel. 01.45.45.85.45 - Messagerie : <a href=""mailto:pvp.dvd@paris.fr"">pvp.dvd@paris.fr</a>.</p><p>Le système de projection du plan de voirie est en cours de révision et la plan de nivellement en cours de maintenance.</p><p><strong>La charte graphique et fréquence de mise à jour</strong></p><p>Chaque objet de l'espace public est représenté par un symbole référencé dans la charte graphique topographique, Cahier des normes en pièce jointe.</p><p>Les intervenants sur le domaine public sont tenus de transmettre leurs plans de récolement à la Division des Plans de Voirie (DPV) dans un délai maximum de 21 jours ouvrés après l'achèvement des travaux. Celle-ci contrôle et élabore le Plan sur Ville de Paris.</p><p>Le volume des transformations de l’espace public ces dernières années ne permet de garantir la mise à jour exhaustive des 60 couches de données thématiques sur la totalité du territoire parisien.</p><p>Malgré tout afin de prendre en comptes les dernières évolutions du Plan de voirie, la donnée est mensuellement mise à jour sur la plateforme Paris Data.</p>";Mobilité et Espace Public;PVP, Bancs, Jardinières, Corbeilles de rue;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2019-06-11T13:58:18+00:00;False;True;2019-06-11T13:58:18+00:00;2019-06-11T13:58:20+00:00;Mairie de Paris / Direction de la Voirie et des Déplacements;;413010;;;;;;False;;;2019-04-10;;;;;;Mensuelle;;;;;;;;;;;;;;;;;;;;;;;;;;;62
domiciliation-des-agents-bilan-social;Bilan Social - Domiciliation des agents;"<p>Ce fichier recense la localisation par zones (province, grande couronne, petite couronne, Paris), par département, par ville, par code postal,  du domicile privé des agents permanents de la collectivité parisienne, répartis par direction, filières, catégorie hiérarchique, sexe, au 31 décembre de chaque année mesurée.</p><p>Le bilan social de la collectivité parisienne fournit, chaque année, les informations quantitatives mais aussi qualitatives sur les ressources humaines de la Ville de Paris. Il retrace l’évolution des principaux indicateurs relatifs à la politique des ressources humaines, qu’il s’agisse des effectifs, des rémunérations, de l’hygiène et de la sécurité, des carrières et de la formation ou encore des conditions de travail et des relations sociales.</p><p>Entre 2013 et 2014 la dénomination ""nature"" a été changée pour ""direction"".</p><table> <tbody><tr> <td>COLLECTIVITE</td> <td>Commune   ou Département. </td> </tr> <tr> <td>CORPS   ET GRADES </td> <td>Chaque fonctionnaire appartient à un corps classé en catégorie A, B ou   C. Dans ce corps, il est titulaire d'un grade. Les corps regroupent des fonctionnaires   soumis à un même ensemble de règles appelé <em><a href=""http://vosdroits.service-public.fr/particuliers/F12344.xhtml#R17710"">statut particulier</a></em>   qui estfixé par décret ou délibération.</td> </tr> <tr> <td>EMPLOIS   ET NIVEAUX</td> <td>un choix a   été fait pour le bilan social, d’utiliser, pour les non titulaires, les   termes d’emploi et de niveau plutôt que ceux de corps et grade, pour éviter   toute confusion avec les titulaires. Ils doivent être considérés comme   synonymes.   </td> </tr> <tr> <td>PERSONNES   PHYSIQUES, EQUIVALENT TEMPS PLEIN</td> <td>Les   effectifs peuvent être mesurés de différentes façons. Il est ainsi possible de   les comptabiliser en additionnant le nombre d’agents (effectifs en personnes   physiques) ; il est aussi possible de les comptabiliser en additionnant   leur quotité de temps de travail (effectifs en équivalent temps plein). Les effectifs sont très   généralement mesurés dans le bilan social au dernier jour de l’année civile.</td> </tr> <tr> <td>ACTIVITE  </td> <td>L'activité est la position du fonctionnaire qui,   titulaire d'un grade, exerce effectivement les fonctions de l'un des emplois   correspondant à ce grade.</td> </tr> <tr> <td>MISE   A DISPOSITION</td> <td>La mise à disposition est la situation du   fonctionnaire qui demeure dans son corps d'origine, est réputé occuper son   emploi, continue à percevoir la rémunération correspondante mais qui effectue   son service dans une autre administration que la sienne.</td> </tr> <tr> <td>DETACHEMENT</td> <td>Le détachement est la position du fonctionnaire   placé hors de son corps d'origine et continuant à bénéficier dans ce corps de   ses droits à avancement et retraite.</td> </tr> <tr> <td>PROMOTION   DE GRADE AU CHOIX ET PAR EXAMEN PROFESSIONNEL</td> <td>C'est une promotion qui a pour effet d’entrainer le   passage d’un fonctionnaire dans un grade supérieur. Cette promotion peut se   réaliser par avancement au choix ou par avancement après examen   professionnel</td> </tr> <tr> <td>TITULARISATION   SUITE A STAGE</td> <td>Le stage est une période probatoire, destinée à vérifier l'aptitude du   fonctionnaire à exercer ses fonctions, ou une période de formation. À l'issue   de cette période, le stagiaire a vocation à être titularisé. </td> </tr> <tr> <td>CONCOURS</td> <td>Mode de   recrutement ouvert sur dossier ou épreuves dont le nombre de postes offerts   est pré déterminé. Les concours externes sont   ouverts aux candidats justifiant d’un certain niveau de diplôme ou de   l’accomplissement de certaines études, à l’exception de certains concours de   catégorie C ouverts sans condition de diplôme ou de formation. Les   concours internes sont ouverts aux seuls fonctionnaires et agents   publics en activité ayant accompli une certaine durée de service dans les   conditions prévues par les statuts particuliers.</td> </tr> <tr> <td>RECRUTEMENT   DIRECT DE FONCTIONNAIRES</td> <td>La   fonction publique recrute principalement par concours, cependant certains   dispositifs permettent d'accéder directement à un corps de fonctionnaires   sans passer de concours </td> </tr> <tr> <td>TITULAIRES   ET NON TITULAIRES</td> <td>le terme   de non-titulaire peut désigner tout agent public qui n’a pas le statut de   titulaire (ou de fonctionnaire). Dans une acception plus restrictive, le   terme de non-titulaire désigne généralement les agents qui ne sont ni   titulaires, ni assistantes maternelles ni bénéficiaires d’emplois aidés. On   considère généralement comme équivalents les termes de non-titulaire et de contractuel.   Dans leur très grande majorité, les non-titulaires sont des agents de droit   public. </td> </tr> <tr> <td>PYRAMIDE   DES AGES</td> <td>La pyramide des âges représente la   répartition par sexe et âge de la population à un instant donné. La mesure de   l’âge est faite au 31 décembre. La mesure de l’effectif est faite en   personnes physiques en activité</td> </tr> <tr> <td>CONGE   PARENTAL     </td> <td>Le congé parental est un congé non rémunéré pendant lequel   l'agent cesse totalement son activité professionnelle pour élever son enfant.   Il ne peut pas être refusé.</td> </tr> <tr> <td>DISPONIBILITE   </td> <td>La   disponibilité est la situation de l'agent qui se trouve placé temporairement,   hors de son administration ou service d'origine et qui cesse de bénéficier,   durant cette période, de sa rémunération et de ses droits à l'avancement et à   la retraite.</td> </tr> <tr> <td>TITRE</td> <td>Titre   III : personnels relevant des dispositions de la loi sur la fonction publique   territoriale   Titre   IV : personnels relevant des dispositions de la loi sur la fonction publique   hospitalière</td> </tr> <tr> <td>EMPLOIS</td> <td>Intitulé   du corps ou de  l'emploi</td> </tr> <tr> <td>TEMPS   INCOMPLET OU NON COMPLET</td> <td>Un agent à   temps non complet ou incomplet effectue une durée hebdomadaire inférieur à 35   heures sur un emploi qui ne nécessite pas un temps complet.</td> </tr> <tr> <td>TEMPS   DE TRAVAIL : QUOTITE DE TEMPS DE TRAVAIL/TEMPS PARTIEL</td> <td>Un agent à temps partiel choisit de   l'être sur une période donnée. Il peut décider de reprendre ses fonctions à   100 %. Le temps partiel s'exprime en pourcentage du temps complet (par   exemple, 80 %) mais l'agent continue à occuper un emploi à temps   complet. Un agent à temps non complet ne bénéficie pas du temps partiel sur   autorisation</td> </tr> <tr> <td>ACCIDENT   DE TRAVAIL </td> <td>Est considéré comme accident de travail, quelle qu’en soit la   cause, l’accident survenu par le fait ou à l’occasion du travail </td> </tr> <tr> <td>ACCIDENT   DE TRAJET</td> <td>Est considéré comme   accident de trajet tout accident qui survient: entre la résidence principale   et le lieu de travail, entre le lieu de travail et le lieu où l’agent prend   habituellement ses repas.</td> </tr> <tr> <td>CATEGORIE</td> <td>Classement   hiérarchique des emplois selon les 3 catégories A, B ou C correspondant au   niveau de recrutement et de rémunération.</td> </tr> <tr> <td>FORMATION</td> <td>La formation accompagne les agents tout au long de   leur parcours professionnel.L'offre   de formation proposée a notamment pour objet de répondre à :- une exigence de professionnalisation   des agents sur leurs postes de travail ; - des souhaits d'évolution   professionnelle et de promotion individuelle( préparations   aux concours et examens professionnels ; cours de remise à niveau et de   perfectionnement); - la volonté d'accompagner le   changement au sein des directions. Dans le bilan social les données sont présentées   par catégorie hiérarchique et par thèmes. Par catégorie, la recension est faite en   comptabilisant le nombre d’agents formés, quel que soit le nombre de   formations individualisées que chaque agent    a suivi. Par thèmes, la recension est faite par stagiaire, un même   agent pouvant de la sorte être comptabilisé plusieurs fois pour autant qu’il   aura reçu plusieurs formations au cours de l’année. </td> </tr></tbody></table>";Administration et Finances Publiques;domiciliation, logement, ressources humaines, agents, Bilan social;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2019-06-11T14:21:56+00:00;False;True;2019-06-11T14:21:56+00:00;2019-06-11T14:32:58+00:00;Mairie de Paris / Direction des Ressources Humaines;;90416;;;;;;False;;;2015-01-30;;;;;;Annuelle;;;;;;;;;;;;;;;;;;;;;;;;;;;904
plan-de-voirie-points-de-nivellement-reperes;Plan de voirie - Points de nivellement - Repères;"<p>Point d'altitude au sol - Pour faciliter la lecture du plan, plusieurs altitudes peuvent être associées à un point de nivellement (fil d'eau et nez de bordure de trottoir, par exemple)</p><p>Jeu de données à exploiter avec celui du <a href=""https://parisdata.opendatasoft.com/publish/plan-de-voirie-points-de-nivellement-etiquettes/#information"" target=""_blank"">Plan de voirie - Points de nivellement - Etiquettes</a></p><p><strong>Le Plan de Voirie de Paris :</strong></p><p>Le Plan de Voirie de Paris (PVP) est destiné à l'instruction technique des projets sur la voie publique, conformément au règlement de voirie en vigueur.</p><p>Le plan de voirie numérique de surface de Paris est constitué de plans élémentaires jointifs dénommés "" pavés mosaïques "". </p><p>Chaque pavé mosaïque est un fichier graphique informatique topographique au 1/ 200ème, ils sont ici assemblés.</p><p><strong>Le nivellement et le système de coordonnées planimétriques</strong></p><p>Le système d’altitude (Ville de Paris) repose sur le système orthométrique NGF-Lallemand.</p><p>Le système de cordonnées planimétriques d’origine est le Lambert I (54) Ville de Paris, re- projeté en RGF93 – Lambert 93 (WKID 2154) dans le système d’information de la Ville, puis dans le système de coordonnées international WGS84 Web Marcator Auxiliary Sphere (WKID 3857).</p><p>Pour cette raison, les données ici présentent ne peuvent pas faire l’objet de travaux topographiques.</p><p>Les repères de nivellement ou les plans de surface situés dans la zone géographique qui vous intéresse, peuvent être obtenus tous les jours ouvrables de 13h30 à 16h00, sauf le mercredi, auprès de la Division des plans de voirie de la Ville de Paris.</p><p>12, Place de la Porte de Vanves 75014 PARIS</p><p>Tel. 01.45.45.85.45 - Messagerie : <a href=""mailto:pvp.dvd@paris.fr"">pvp.dvd@paris.fr</a>.</p><p>Le système de projection du plan de voirie est en cours de révision et la plan de nivellement en cours de maintenance.</p><p><strong>La charte graphique et fréquence de mise à jour</strong></p><p>Chaque objet de l'espace public est représenté par un symbole référencé dans la charte graphique topographique, Cahier des normes en pièce jointe.</p><p>Les intervenants sur le domaine public sont tenus de transmettre leurs plans de récolement à la Division des Plans de Voirie (DPV) dans un délai maximum de 21 jours ouvrés après l'achèvement des travaux. Celle-ci contrôle et élabore le Plan sur Ville de Paris.</p><p>Le volume des transformations de l’espace public ces dernières années ne permet de garantir la mise à jour exhaustive des 60 couches de données thématiques sur la totalité du territoire parisien.</p><p>Malgré tout afin de prendre en comptes les dernières évolutions du Plan de voirie, la donnée est mensuellement mise à jour sur la plateforme Paris Data.</p>";Mobilité et Espace Public;PVP, Altimétrie, Nivellement;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2019-06-11T16:35:19+00:00;False;True;2019-06-11T16:35:19+00:00;2019-06-11T16:35:20+00:00;Mairie de Paris / Direction de la Voirie et des Déplacements;;1363054;;;;;;False;;;2019-04-10;;;;;;Mensuelle;;;;;;;;;;;;;;;;;;;;;;;;;;;99
plan-de-voirie-points-de-nivellement-etiquettes;Plan de voirie - Points de nivellement - Etiquettes;"<p>Point d'altitude au sol - Pour faciliter la lecture du plan, plusieurs altitudes peuvent être associées à un point de nivellement (fil d'eau et nez de bordure de trottoir, par exemple)</p><p>Jeu de données à exploiter avec celui du <a href=""https://parisdata.opendatasoft.com/publish/plan-de-voirie-points-de-nivellement-reperes/#information"" target=""_blank"">Plan de voirie - Points de nivellement - Repères</a></p><p><strong>Le Plan de Voirie de Paris :</strong></p><p>Le Plan de Voirie de Paris (PVP) est destiné à l'instruction technique des projets sur la voie publique, conformément au règlement de voirie en vigueur.</p><p>Le plan de voirie numérique de surface de Paris est constitué de plans élémentaires jointifs dénommés "" pavés mosaïques "". </p><p>Chaque pavé mosaïque est un fichier graphique informatique topographique au 1/ 200ème, ils sont ici assemblés.</p><p><strong>Le nivellement et le système de coordonnées planimétriques</strong></p><p>Le système d’altitude (Ville de Paris) repose sur le système orthométrique NGF-Lallemand.</p><p>Le système de cordonnées planimétriques d’origine est le Lambert I (54) Ville de Paris, re- projeté en RGF93 – Lambert 93 (WKID 2154) dans le système d’information de la Ville, puis dans le système de coordonnées international WGS84 Web Marcator Auxiliary Sphere (WKID 3857).</p><p>Pour cette raison, les données ici présentent ne peuvent pas faire l’objet de travaux topographiques.</p><p>Les repères de nivellement ou les plans de surface situés dans la zone géographique qui vous intéresse, peuvent être obtenus tous les jours ouvrables de 13h30 à 16h00, sauf le mercredi, auprès de la Division des plans de voirie de la Ville de Paris.</p><p>12, Place de la Porte de Vanves 75014 PARIS</p><p>Tel. 01.45.45.85.45 - Messagerie : <a href=""mailto:pvp.dvd@paris.fr"">pvp.dvd@paris.fr</a>.</p><p>Le système de projection du plan de voirie est en cours de révision et la plan de nivellement en cours de maintenance.</p><p><strong>La charte graphique et fréquence de mise à jour</strong></p><p>Chaque objet de l'espace public est représenté par un symbole référencé dans la charte graphique topographique, Cahier des normes en pièce jointe.</p><p>Les intervenants sur le domaine public sont tenus de transmettre leurs plans de récolement à la Division des Plans de Voirie (DPV) dans un délai maximum de 21 jours ouvrés après l'achèvement des travaux. Celle-ci contrôle et élabore le Plan sur Ville de Paris.</p><p>Le volume des transformations de l’espace public ces dernières années ne permet de garantir la mise à jour exhaustive des 60 couches de données thématiques sur la totalité du territoire parisien.</p><p>Malgré tout afin de prendre en comptes les dernières évolutions du Plan de voirie, la donnée est mensuellement mise à jour sur la plateforme Paris Data.</p>";Mobilité et Espace Public;PVP, Altimétrie, Nivellement;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2019-06-11T17:01:58+00:00;False;True;2019-06-11T17:01:58+00:00;2019-06-11T17:01:59+00:00;Mairie de Paris / Direction de la Voirie et des Déplacements;;1661521;;;;;;False;;;2019-04-10;;;;;;Mensuelle;;;;;;;;;;;;;;;;;;;;;;;;;;;50
plan-de-voirie-trottoirs;Plan de voirie - Trottoirs filaires;"<p>Bordures de trottoirs, d'escaliers et pistes, bordurettes, socles de balise, quais.</p><p><strong style=""background-color: initial;"">Le Plan de Voirie de Paris :</strong></p><p>Le Plan de Voirie de Paris (PVP) est destiné à l'instruction technique des projets sur la voie publique, conformément au règlement de voirie en vigueur.</p><p>Le plan de voirie numérique de surface de Paris est constitué de plans élémentaires jointifs dénommés "" pavés mosaïques "". </p><p>Chaque pavé mosaïque est un fichier graphique informatique topographique au 1/ 200ème, ils sont ici assemblés.</p><p><strong>Le nivellement et le système de coordonnées planimétriques</strong></p><p>Le système d’altitude (Ville de Paris) repose sur le système orthométrique NGF-Lallemand.</p><p>Le système de cordonnées planimétriques d’origine est le Lambert I (54) Ville de Paris, re- projeté en RGF93 – Lambert 93 (WKID 2154) dans le système d’information de la Ville, puis dans le système de coordonnées international WGS84 Web Marcator Auxiliary Sphere (WKID 3857).</p><p>Pour cette raison, les données ici présentent ne peuvent pas faire l’objet de travaux topographiques.</p><p>Les repères de nivellement ou les plans de surface situés dans la zone géographique qui vous intéresse, peuvent être obtenus tous les jours ouvrables de 13h30 à 16h00, sauf le mercredi, auprès de la Division des plans de voirie de la Ville de Paris.</p><p>12, Place de la Porte de Vanves 75014 PARIS</p><p>Tel. 01.45.45.85.45 - Messagerie : <a href=""mailto:pvp.dvd@paris.fr"">pvp.dvd@paris.fr</a>.</p><p>Le système de projection du plan de voirie est en cours de révision et la plan de nivellement en cours de maintenance.</p><p><strong>La charte graphique et fréquence de mise à jour</strong></p><p>Chaque objet de l'espace public est représenté par un symbole référencé dans la charte graphique topographique, Cahier des normes en pièce jointe.</p><p>Les intervenants sur le domaine public sont tenus de transmettre leurs plans de récolement à la Division des Plans de Voirie (DPV) dans un délai maximum de 21 jours ouvrés après l'achèvement des travaux. Celle-ci contrôle et élabore le Plan sur Ville de Paris.</p><p>Le volume des transformations de l’espace public ces dernières années ne permet de garantir la mise à jour exhaustive des 60 couches de données thématiques sur la totalité du territoire parisien.</p><p>Malgré tout afin de prendre en comptes les dernières évolutions du Plan de voirie, la donnée est mensuellement mise à jour sur la plateforme Paris Data.</p>";Mobilité et Espace Public;PVP, trottoir, voirie;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2019-06-11T17:11:35+00:00;False;True;2019-06-11T17:11:35+00:00;2019-06-11T17:11:36+00:00;Mairie de Paris / Direction de la Voirie et des Déplacements;;709120;;;;;;False;;;2019-04-10;;;;;;Mensuelle;;;;;;;;;;;;;;;;;;;;;;;;;;;76
velib-emplacement-des-stations;Velib' - Emplacement des stations;"<p>Emplacement des stations Velib'.</p><p><a href=""https://www.velib-metropole.fr/"">Site Vélib Métropole</a></p><p>© 2018 Smovengo / Syndicat Autolib' Vélib’ Métropole</p>";Mobilité et Espace Public;velib, stations, Métropole;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2019-06-11T21:59:16+00:00;False;True;2019-06-11T21:59:16+00:00;2019-06-11T21:59:17+00:00;Autolib Velib Métropole ;;1359;;;;;;False;;;2019-02-12;;;;;;Quotidienne;;;;;;;;;;;;;;;;;;;;;;;;;;;49225
trilib;Stations Trilib - Remplissage des bacs;"<p>Initié par <a href=""http://www.ecoemballages.fr/trilib"">Eco-Emballages</a>, Trilib' vise à développer le tri sélectif à Paris en apportant une nouvelle alternative à la collecte à domicile. Les Parisiens pourront trier plus et mieux grâce à ces nouveaux espaces dédiés, accessibles 24 heures sur 24. </p><p>Plus d'informations : <a href=""http://www.paris.fr/actualites/trilib-une-nouvelle-approche-du-tri-selectif-3963"" target=""_blank"">ici</a> </p>";Equipements, Services, Social, Mobilité et Espace Public;Tri, propreté;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2019-06-12T00:00:39+00:00;False;True;2019-06-12T00:00:39+00:00;2019-06-12T00:00:41+00:00;EcoEmballages;;122;;;;;;False;;;;;;;;;2 fois par jour (16h et 02h);;;;;;;;;;;;;;;;;;;;;;;;;;;10138
dans-ma-rue;Dans Ma Rue - Anomalies signalées;"<p>Depuis 2012 la ville de Paris a lancé une application mobile de signalements des anomalies sur l'espace public appelée "" Dans Ma Rue"".</p><p>Plus d'informations: <a href=""http://www.paris.fr/proprete#dansmarue-contribuez-a-la-proprete-de-l-espace-public_16"" target=""_blank"">http://www.paris.fr/proprete#dansmarue-contribuez-a-la-proprete-de-l-espace-public_16 </a></p>";Equipements, Services, Social;propreté, signalement, graffiti, DMR, encombrants, Mobilier urbain, espace public, 2 roues motorisés, vélo;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2019-06-12T00:42:25+00:00;False;True;2019-06-12T00:42:25+00:00;2019-06-12T00:42:26+00:00;Mairie de Paris / Direction de la Propreté et de l'Eau;;769826;;;;;;False;;;;;;;;;Quotidienne;;;;;;;;;;;;;;;;;;;;;;;;;;;4613
comptages-routiers-permanents;Comptage routier - Données trafic issues des capteurs permanents;"<p>
	Ce jeu de données comprend l'ensemble des données horaires de débit et taux d'occupation remontées par les capteurs permanents de trafic installés sur le réseau renseigné de la Ville de Paris (réseau urbain et boulevard périphérique).</p><p>
	La 
	<strong>période couverte</strong> <strong>par l'API </strong>va du 1er janvier de l'année N-1 au dernier mois complet de l'année N en cours (cause : limitations techniques du site).</p><p>
	Un 
	<strong>descriptif</strong> plus détaillé des données est disponible dans la rubrique ""Pièces jointes"" de la présente page d'information. <strong>Penser à bien lire cette fiche explicative des données avant de procéder à tout traitement.</strong></p><p>
	<strong>Le référentiel géographique</strong> est accessible au sein du jeu de données ""Référentiel géographique pour les données trafic issues des capteurs permanents"", disponible à <a href=""https://parisdata.opendatasoft.com/explore/dataset/referentiel-comptages-routiers/information/"" target=""_blank"">l'URL suivante</a> </p><p>On soulignera que la jointure entre le référentiel géographique et les données de trafic doit se faire par l'attribut 
	<strong>iu_ac</strong>, et uniquement celui-ci.</p>";Mobilité et Espace Public;circulation, trafic, comptage routier, capteur trafic;Open Database License (ODbL);http://opendatacommons.org/licenses/odbl/;fr;;2019-06-12T01:45:06+00:00;False;True;2019-06-12T01:45:06+00:00;2019-06-12T01:47:03+00:00;Mairie de Paris / Direction de la Voirie et des Déplacements;;80000442;;;;;;False;;;2019-06-07;2019-06-07;Direction de la Voirie et des déplacements - Service des Déplacements - Poste Central d'Exploitation Lutèce;;;;Mensuelle;;;Horaire;;;;;;;;;;;;;;;;;;;;;;;;5901
